P (bars),Gas_wt,wH2O,wH2,wO2,wCO2,wCO,wCH4,wSO2,wH2S,wS2,wN2,,,
340.32,1.54E-07,0.954097,0.00182582,1.55E-10,1.18E-07,3.71E-09,3.39E-15,0.0256215,0.017609,0.000845988,0,,,
339.82,1.54E-07,0.954078,0.00182572,1.55E-10,1.14E-07,3.58E-09,3.26E-15,0.0256527,0.0175966,0.00084639,0,,,
339.32,1.54E-07,0.954059,0.00182562,1.56E-10,1.10E-07,3.46E-09,3.14E-15,0.0256839,0.0175842,0.000846794,0,,,
338.82,1.54E-07,0.95404,0.00182552,1.56E-10,1.06E-07,3.33E-09,3.02E-15,0.0257152,0.0175718,0.000847201,0,,,
338.32,1.54E-07,0.954021,0.00182542,1.56E-10,1.02E-07,3.22E-09,2.91E-15,0.0257466,0.0175595,0.000847609,0,,,
337.82,1.54E-07,0.954001,0.00182533,1.56E-10,9.89E-08,3.11E-09,2.80E-15,0.025778,0.0175471,0.000848018,0,,,
337.32,1.54E-07,0.953982,0.00182523,1.57E-10,9.55E-08,3.00E-09,2.69E-15,0.0258096,0.0175348,0.00084843,0,,,
336.82,1.54E-07,0.953962,0.00182513,1.57E-10,9.22E-08,2.89E-09,2.59E-15,0.0258412,0.0175224,0.000848843,0,,,
336.32,1.54E-07,0.953943,0.00182504,1.57E-10,8.90E-08,2.79E-09,2.49E-15,0.0258729,0.0175101,0.000849258,0,,,
335.82,1.54E-07,0.953923,0.00182494,1.57E-10,8.59E-08,2.70E-09,2.40E-15,0.0259046,0.0174978,0.000849675,0,,,
335.32,1.55E-07,0.953903,0.00182485,1.58E-10,8.30E-08,2.60E-09,2.31E-15,0.0259365,0.0174856,0.000850094,0,,,
334.82,1.55E-07,0.953883,0.00182475,1.58E-10,8.01E-08,2.51E-09,2.22E-15,0.0259684,0.0174733,0.000850515,0,,,
334.32,1.55E-07,0.953863,0.00182466,1.58E-10,7.74E-08,2.43E-09,2.14E-15,0.0260004,0.017461,0.000850938,0,,,
333.82,1.55E-07,0.953843,0.00182456,1.59E-10,7.47E-08,2.34E-09,2.06E-15,0.0260325,0.0174488,0.000851362,0,,,
333.32,1.55E-07,0.953822,0.00182447,1.59E-10,7.22E-08,2.26E-09,1.98E-15,0.0260646,0.0174366,0.000851788,0,,,
332.82,1.55E-07,0.953802,0.00182437,1.59E-10,6.97E-08,2.19E-09,1.91E-15,0.0260969,0.0174244,0.000852216,0,,,
332.32,1.55E-07,0.953782,0.00182428,1.59E-10,6.73E-08,2.11E-09,1.83E-15,0.0261292,0.0174122,0.000852647,0,,,
331.82,1.55E-07,0.953761,0.00182418,1.60E-10,6.51E-08,2.04E-09,1.77E-15,0.0261616,0.0174,0.000853078,0,,,
331.32,1.55E-07,0.95374,0.00182409,1.60E-10,6.29E-08,1.97E-09,1.70E-15,0.0261941,0.0173879,0.000853512,0,,,
330.82,1.56E-07,0.95372,0.001824,1.60E-10,6.07E-08,1.90E-09,1.64E-15,0.0262266,0.0173757,0.000853948,0,,,
330.32,1.56E-07,0.953699,0.00182391,1.61E-10,5.87E-08,1.84E-09,1.58E-15,0.0262593,0.0173636,0.000854386,0,,,
329.82,1.56E-07,0.953678,0.00182381,1.61E-10,5.67E-08,1.78E-09,1.52E-15,0.026292,0.0173515,0.000854825,0,,,
329.32,1.56E-07,0.953657,0.00182372,1.61E-10,5.48E-08,1.72E-09,1.46E-15,0.0263248,0.0173394,0.000855267,0,,,
328.82,1.56E-07,0.953636,0.00182363,1.61E-10,5.30E-08,1.66E-09,1.41E-15,0.0263577,0.0173273,0.00085571,0,,,
328.32,1.56E-07,0.953614,0.00182354,1.62E-10,5.12E-08,1.60E-09,1.36E-15,0.0263907,0.0173153,0.000856156,0,,,
327.82,1.56E-07,0.953593,0.00182345,1.62E-10,4.95E-08,1.55E-09,1.31E-15,0.0264238,0.0173032,0.000856603,0,,,
327.32,1.56E-07,0.953571,0.00182336,1.62E-10,4.79E-08,1.50E-09,1.26E-15,0.0264569,0.0172912,0.000857052,0,,,
326.82,1.56E-07,0.95355,0.00182327,1.62E-10,4.63E-08,1.45E-09,1.21E-15,0.0264901,0.0172792,0.000857504,0,,,
326.32,1.57E-07,0.953528,0.00182318,1.63E-10,4.47E-08,1.40E-09,1.17E-15,0.0265234,0.0172671,0.000857957,0,,,
325.82,1.57E-07,0.953506,0.00182309,1.63E-10,4.33E-08,1.36E-09,1.13E-15,0.0265568,0.0172552,0.000858412,0,,,
325.32,1.57E-07,0.953485,0.001823,1.63E-10,4.18E-08,1.31E-09,1.09E-15,0.0265903,0.0172432,0.00085887,0,,,
324.82,1.57E-07,0.953463,0.00182291,1.64E-10,4.04E-08,1.27E-09,1.05E-15,0.0266239,0.0172312,0.000859329,0,,,
324.32,1.57E-07,0.953441,0.00182282,1.64E-10,3.91E-08,1.23E-09,1.01E-15,0.0266576,0.0172193,0.00085979,0,,,
323.82,1.57E-07,0.953418,0.00182273,1.64E-10,3.78E-08,1.18E-09,9.73E-16,0.0266913,0.0172074,0.000860253,0,,,
323.32,1.57E-07,0.953396,0.00182264,1.65E-10,3.66E-08,1.15E-09,9.38E-16,0.0267251,0.0171954,0.000860719,0,,,
322.82,1.57E-07,0.953374,0.00182255,1.65E-10,3.54E-08,1.11E-09,9.04E-16,0.026759,0.0171836,0.000861186,0,,,
322.32,1.57E-07,0.953351,0.00182247,1.65E-10,3.43E-08,1.07E-09,8.72E-16,0.026793,0.0171717,0.000861655,0,,,
321.82,1.58E-07,0.953329,0.00182238,1.65E-10,3.31E-08,1.04E-09,8.41E-16,0.0268271,0.0171598,0.000862127,0,,,
321.32,1.58E-07,0.953306,0.00182229,1.66E-10,3.21E-08,1.00E-09,8.10E-16,0.0268613,0.017148,0.0008626,0,,,
320.82,1.58E-07,0.953283,0.0018222,1.66E-10,3.10E-08,9.71E-10,7.82E-16,0.0268956,0.0171361,0.000863076,0,,,
320.32,1.58E-07,0.95326,0.00182212,1.66E-10,3.00E-08,9.40E-10,7.54E-16,0.0269299,0.0171243,0.000863554,0,,,
319.82,1.58E-07,0.953237,0.00182203,1.67E-10,2.91E-08,9.09E-10,7.27E-16,0.0269644,0.0171125,0.000864034,0,,,
319.32,1.58E-07,0.953214,0.00182195,1.67E-10,2.81E-08,8.80E-10,7.01E-16,0.0269989,0.0171007,0.000864515,0,,,
318.82,1.58E-07,0.953191,0.00182186,1.67E-10,2.72E-08,8.52E-10,6.76E-16,0.0270336,0.0170889,0.000864999,0,,,
318.32,1.58E-07,0.953167,0.00182178,1.67E-10,2.64E-08,8.25E-10,6.52E-16,0.0270683,0.0170772,0.000865485,0,,,
317.82,1.58E-07,0.953144,0.00182169,1.68E-10,2.55E-08,7.98E-10,6.29E-16,0.0271031,0.0170654,0.000865974,0,,,
317.32,1.59E-07,0.95312,0.00182161,1.68E-10,2.47E-08,7.73E-10,6.07E-16,0.027138,0.0170537,0.000866464,0,,,
316.82,1.59E-07,0.953097,0.00182152,1.68E-10,2.39E-08,7.48E-10,5.86E-16,0.027173,0.017042,0.000866957,0,,,
316.32,1.59E-07,0.953073,0.00182144,1.69E-10,2.32E-08,7.24E-10,5.65E-16,0.0272081,0.0170303,0.000867451,0,,,
315.82,1.59E-07,0.953049,0.00182135,1.69E-10,2.24E-08,7.01E-10,5.46E-16,0.0272432,0.0170186,0.000867948,0,,,
315.32,1.59E-07,0.953025,0.00182127,1.69E-10,2.17E-08,6.79E-10,5.27E-16,0.0272785,0.0170069,0.000868447,0,,,
314.82,1.59E-07,0.953001,0.00182119,1.70E-10,2.10E-08,6.58E-10,5.08E-16,0.0273139,0.0169953,0.000868948,0,,,
314.32,1.59E-07,0.952976,0.00182111,1.70E-10,2.04E-08,6.37E-10,4.90E-16,0.0273493,0.0169836,0.000869451,0,,,
313.82,1.59E-07,0.952952,0.00182102,1.70E-10,1.97E-08,6.17E-10,4.73E-16,0.0273849,0.016972,0.000869957,0,,,
313.32,1.59E-07,0.952928,0.00182094,1.71E-10,1.91E-08,5.98E-10,4.57E-16,0.0274205,0.0169604,0.000870465,0,,,
312.82,1.60E-07,0.952903,0.00182086,1.71E-10,1.85E-08,5.79E-10,4.41E-16,0.0274562,0.0169488,0.000870975,0,,,
312.32,1.60E-07,0.952878,0.00182078,1.71E-10,1.79E-08,5.61E-10,4.26E-16,0.0274921,0.0169372,0.000871487,0,,,
311.82,1.60E-07,0.952854,0.0018207,1.71E-10,1.74E-08,5.43E-10,4.11E-16,0.027528,0.0169257,0.000872001,0,,,
311.32,1.60E-07,0.952829,0.00182062,1.72E-10,1.68E-08,5.26E-10,3.97E-16,0.027564,0.0169141,0.000872518,0,,,
310.82,1.60E-07,0.952804,0.00182054,1.72E-10,1.63E-08,5.10E-10,3.83E-16,0.0276001,0.0169026,0.000873037,0,,,
310.32,1.60E-07,0.952779,0.00182046,1.72E-10,1.58E-08,4.94E-10,3.70E-16,0.0276363,0.0168911,0.000873558,0,,,
309.82,1.60E-07,0.952753,0.00182038,1.73E-10,1.53E-08,4.79E-10,3.58E-16,0.0276727,0.0168796,0.000874082,0,,,
309.32,1.60E-07,0.952728,0.0018203,1.73E-10,1.49E-08,4.64E-10,3.45E-16,0.0277091,0.0168681,0.000874608,0,,,
308.82,1.61E-07,0.952702,0.00182022,1.73E-10,1.44E-08,4.50E-10,3.34E-16,0.0277456,0.0168566,0.000875136,0,,,
308.32,1.61E-07,0.952677,0.00182014,1.74E-10,1.40E-08,4.36E-10,3.22E-16,0.0277822,0.0168452,0.000875666,0,,,
307.82,1.61E-07,0.952651,0.00182006,1.74E-10,1.35E-08,4.23E-10,3.11E-16,0.0278189,0.0168337,0.000876199,0,,,
307.32,1.61E-07,0.952625,0.00181999,1.74E-10,1.31E-08,4.10E-10,3.01E-16,0.0278557,0.0168223,0.000876734,0,,,
306.82,1.61E-07,0.952599,0.00181991,1.75E-10,1.27E-08,3.97E-10,2.91E-16,0.0278926,0.0168109,0.000877271,0,,,
306.32,1.61E-07,0.952573,0.00181983,1.75E-10,1.23E-08,3.85E-10,2.81E-16,0.0279296,0.0167995,0.000877811,0,,,
305.82,1.61E-07,0.952547,0.00181975,1.75E-10,1.20E-08,3.74E-10,2.71E-16,0.0279667,0.0167881,0.000878353,0,,,
305.32,1.61E-07,0.952521,0.00181968,1.76E-10,1.16E-08,3.62E-10,2.62E-16,0.0280039,0.0167767,0.000878897,0,,,
304.82,1.61E-07,0.952494,0.0018196,1.76E-10,1.13E-08,3.51E-10,2.53E-16,0.0280412,0.0167654,0.000879444,0,,,
304.32,1.62E-07,0.952468,0.00181953,1.76E-10,1.09E-08,3.41E-10,2.45E-16,0.0280786,0.016754,0.000879993,0,,,
303.82,1.62E-07,0.952441,0.00181945,1.77E-10,1.06E-08,3.31E-10,2.37E-16,0.0281161,0.0167427,0.000880545,0,,,
303.32,1.62E-07,0.952414,0.00181938,1.77E-10,1.03E-08,3.21E-10,2.29E-16,0.0281537,0.0167314,0.000881099,0,,,
302.82,1.62E-07,0.952387,0.0018193,1.77E-10,9.97E-09,3.11E-10,2.21E-16,0.0281915,0.0167201,0.000881656,0,,,
302.32,1.62E-07,0.95236,0.00181923,1.78E-10,9.67E-09,3.02E-10,2.14E-16,0.0282293,0.0167088,0.000882214,0,,,
301.82,1.62E-07,0.952333,0.00181915,1.78E-10,9.39E-09,2.93E-10,2.07E-16,0.0282672,0.0166976,0.000882776,0,,,
301.32,1.62E-07,0.952306,0.00181908,1.78E-10,9.11E-09,2.84E-10,2.00E-16,0.0283052,0.0166863,0.00088334,0,,,
300.82,1.62E-07,0.952279,0.00181901,1.79E-10,8.84E-09,2.76E-10,1.93E-16,0.0283434,0.0166751,0.000883906,0,,,
300.32,1.63E-07,0.952251,0.00181893,1.79E-10,8.58E-09,2.68E-10,1.87E-16,0.0283816,0.0166639,0.000884475,0,,,
299.82,1.63E-07,0.952223,0.00181886,1.79E-10,8.33E-09,2.60E-10,1.81E-16,0.02842,0.0166527,0.000885046,0,,,
299.32,1.63E-07,0.952196,0.00181879,1.80E-10,8.08E-09,2.52E-10,1.75E-16,0.0284584,0.0166415,0.00088562,0,,,
298.82,1.63E-07,0.952168,0.00181872,1.80E-10,7.84E-09,2.45E-10,1.69E-16,0.028497,0.0166303,0.000886196,0,,,
298.32,1.63E-07,0.95214,0.00181864,1.80E-10,7.61E-09,2.37E-10,1.64E-16,0.0285356,0.0166192,0.000886775,0,,,
297.82,1.63E-07,0.952112,0.00181857,1.81E-10,7.39E-09,2.30E-10,1.58E-16,0.0285744,0.016608,0.000887356,0,,,
297.32,1.63E-07,0.952083,0.0018185,1.81E-10,7.18E-09,2.24E-10,1.53E-16,0.0286133,0.0165969,0.00088794,0,,,
296.82,1.63E-07,0.952055,0.00181843,1.81E-10,6.97E-09,2.17E-10,1.48E-16,0.0286523,0.0165858,0.000888526,0,,,
296.32,1.64E-07,0.952026,0.00181836,1.82E-10,6.77E-09,2.11E-10,1.43E-16,0.0286914,0.0165747,0.000889115,0,,,
295.82,1.64E-07,0.951998,0.00181829,1.82E-10,6.57E-09,2.05E-10,1.39E-16,0.0287306,0.0165636,0.000889707,0,,,
295.32,1.64E-07,0.951969,0.00181822,1.82E-10,6.38E-09,1.99E-10,1.34E-16,0.0287699,0.0165526,0.000890301,0,,,
294.82,1.64E-07,0.95194,0.00181815,1.83E-10,6.20E-09,1.93E-10,1.30E-16,0.0288093,0.0165415,0.000890898,0,,,
294.32,1.64E-07,0.951911,0.00181809,1.83E-10,6.02E-09,1.88E-10,1.26E-16,0.0288489,0.0165305,0.000891497,0,,,
293.82,1.64E-07,0.951882,0.00181802,1.83E-10,5.85E-09,1.82E-10,1.22E-16,0.0288885,0.0165195,0.000892099,0,,,
293.32,1.64E-07,0.951853,0.00181795,1.84E-10,5.68E-09,1.77E-10,1.18E-16,0.0289283,0.0165085,0.000892704,0,,,
292.82,1.64E-07,0.951823,0.00181788,1.84E-10,5.52E-09,1.72E-10,1.14E-16,0.0289681,0.0164975,0.000893311,0,,,
292.32,1.65E-07,0.951794,0.00181782,1.84E-10,5.36E-09,1.67E-10,1.10E-16,0.0290081,0.0164865,0.000893921,0,,,
291.82,1.65E-07,0.951764,0.00181775,1.85E-10,5.21E-09,1.62E-10,1.07E-16,0.0290482,0.0164755,0.000894534,0,,,
291.32,1.65E-07,0.951734,0.00181768,1.85E-10,5.06E-09,1.58E-10,1.03E-16,0.0290885,0.0164646,0.000895149,0,,,
290.82,1.65E-07,0.951704,0.00181762,1.85E-10,4.92E-09,1.53E-10,1.00E-16,0.0291288,0.0164537,0.000895767,0,,,
290.32,1.65E-07,0.951674,0.00181755,1.86E-10,4.78E-09,1.49E-10,9.68E-17,0.0291692,0.0164428,0.000896388,0,,,
289.82,1.65E-07,0.951644,0.00181749,1.86E-10,4.65E-09,1.45E-10,9.38E-17,0.0292098,0.0164319,0.000897012,0,,,
289.32,1.65E-07,0.951613,0.00181742,1.86E-10,4.52E-09,1.41E-10,9.08E-17,0.0292505,0.016421,0.000897638,0,,,
288.82,1.65E-07,0.951583,0.00181736,1.87E-10,4.39E-09,1.37E-10,8.79E-17,0.0292913,0.0164101,0.000898267,0,,,
288.32,1.66E-07,0.951552,0.00181729,1.87E-10,4.27E-09,1.33E-10,8.51E-17,0.0293322,0.0163992,0.000898899,0,,,
287.82,1.66E-07,0.951522,0.00181723,1.88E-10,4.15E-09,1.29E-10,8.25E-17,0.0293732,0.0163884,0.000899533,0,,,
287.32,1.66E-07,0.951491,0.00181717,1.88E-10,4.03E-09,1.26E-10,7.99E-17,0.0294144,0.0163776,0.000900171,0,,,
286.82,1.66E-07,0.95146,0.0018171,1.88E-10,3.92E-09,1.22E-10,7.74E-17,0.0294556,0.0163668,0.000900811,0,,,
286.32,1.66E-07,0.951429,0.00181704,1.89E-10,3.81E-09,1.19E-10,7.49E-17,0.029497,0.016356,0.000901454,0,,,
285.82,1.66E-07,0.951397,0.00181698,1.89E-10,3.71E-09,1.15E-10,7.26E-17,0.0295385,0.0163452,0.0009021,0,,,
285.32,1.66E-07,0.951366,0.00181692,1.89E-10,3.60E-09,1.12E-10,7.03E-17,0.0295801,0.0163344,0.000902749,0,,,
284.82,1.67E-07,0.951334,0.00181686,1.90E-10,3.51E-09,1.09E-10,6.81E-17,0.0296219,0.0163237,0.0009034,0,,,
284.32,1.67E-07,0.951302,0.00181679,1.90E-10,3.41E-09,1.06E-10,6.60E-17,0.0296638,0.016313,0.000904055,0,,,
283.82,1.67E-07,0.951271,0.00181673,1.90E-10,3.32E-09,1.03E-10,6.40E-17,0.0297058,0.0163022,0.000904712,0,,,
283.32,1.67E-07,0.951239,0.00181667,1.91E-10,3.23E-09,1.00E-10,6.20E-17,0.0297479,0.0162915,0.000905372,0,,,
282.82,1.67E-07,0.951206,0.00181661,1.91E-10,3.14E-09,9.76E-11,6.01E-17,0.0297901,0.0162808,0.000906036,0,,,
282.32,1.67E-07,0.951174,0.00181655,1.92E-10,3.05E-09,9.49E-11,5.82E-17,0.0298325,0.0162702,0.000906702,0,,,
281.82,1.67E-07,0.951142,0.0018165,1.92E-10,2.97E-09,9.24E-11,5.64E-17,0.029875,0.0162595,0.000907371,0,,,
281.32,1.67E-07,0.951109,0.00181644,1.92E-10,2.89E-09,8.99E-11,5.47E-17,0.0299176,0.0162489,0.000908043,0,,,
280.82,1.68E-07,0.951076,0.00181638,1.93E-10,2.81E-09,8.74E-11,5.30E-17,0.0299603,0.0162382,0.000908718,0,,,
280.32,1.68E-07,0.951043,0.00181632,1.93E-10,2.74E-09,8.51E-11,5.14E-17,0.0300032,0.0162276,0.000909396,0,,,
279.82,1.68E-07,0.95101,0.00181626,1.93E-10,2.66E-09,8.28E-11,4.98E-17,0.0300462,0.016217,0.000910077,0,,,
279.32,1.68E-07,0.950977,0.00181621,1.94E-10,2.59E-09,8.06E-11,4.83E-17,0.0300893,0.0162065,0.000910761,0,,,
278.82,1.68E-07,0.950944,0.00181615,1.94E-10,2.52E-09,7.84E-11,4.68E-17,0.0301325,0.0161959,0.000911448,0,,,
278.32,1.68E-07,0.950911,0.00181609,1.95E-10,2.45E-09,7.63E-11,4.54E-17,0.0301759,0.0161853,0.000912139,0,,,
277.82,1.68E-07,0.950877,0.00181604,1.95E-10,2.39E-09,7.43E-11,4.40E-17,0.0302194,0.0161748,0.000912832,0,,,
277.32,1.69E-07,0.950843,0.00181598,1.95E-10,2.33E-09,7.23E-11,4.27E-17,0.030263,0.0161643,0.000913528,0,,,
276.82,1.69E-07,0.950809,0.00181593,1.96E-10,2.26E-09,7.04E-11,4.14E-17,0.0303068,0.0161538,0.000914228,0,,,
276.32,1.69E-07,0.950775,0.00181587,1.96E-10,2.20E-09,6.85E-11,4.02E-17,0.0303507,0.0161433,0.00091493,0,,,
275.82,1.69E-07,0.950741,0.00181582,1.97E-10,2.15E-09,6.67E-11,3.90E-17,0.0303947,0.0161328,0.000915636,0,,,
275.32,1.69E-07,0.950707,0.00181577,1.97E-10,2.09E-09,6.49E-11,3.78E-17,0.0304389,0.0161223,0.000916345,0,,,
274.82,1.69E-07,0.950672,0.00181571,1.97E-10,2.03E-09,6.32E-11,3.66E-17,0.0304832,0.0161119,0.000917057,0,,,
274.32,1.69E-07,0.950638,0.00181566,1.98E-10,1.98E-09,6.16E-11,3.55E-17,0.0305276,0.0161015,0.000917772,0,,,
273.82,1.70E-07,0.950603,0.00181561,1.98E-10,1.93E-09,5.99E-11,3.45E-17,0.0305721,0.016091,0.00091849,0,,,
273.32,1.70E-07,0.950568,0.00181556,1.98E-10,1.88E-09,5.84E-11,3.35E-17,0.0306168,0.0160806,0.000919212,0,,,
272.82,1.70E-07,0.950533,0.00181551,1.99E-10,1.83E-09,5.68E-11,3.25E-17,0.0306617,0.0160703,0.000919937,0,,,
272.32,1.70E-07,0.950497,0.00181545,1.99E-10,1.78E-09,5.54E-11,3.15E-17,0.0307066,0.0160599,0.000920665,0,,,
271.82,1.70E-07,0.950462,0.0018154,2.00E-10,1.74E-09,5.39E-11,3.06E-17,0.0307517,0.0160495,0.000921396,0,,,
271.32,1.70E-07,0.950426,0.00181535,2.00E-10,1.69E-09,5.25E-11,2.97E-17,0.030797,0.0160392,0.00092213,0,,,
270.82,1.70E-07,0.950391,0.0018153,2.00E-10,1.65E-09,5.12E-11,2.88E-17,0.0308423,0.0160289,0.000922868,0,,,
270.32,1.71E-07,0.950355,0.00181526,2.01E-10,1.61E-09,4.99E-11,2.79E-17,0.0308879,0.0160186,0.00092361,0,,,
269.82,1.71E-07,0.950319,0.00181521,2.01E-10,1.56E-09,4.86E-11,2.71E-17,0.0309335,0.0160083,0.000924354,0,,,
269.32,1.71E-07,0.950282,0.00181516,2.02E-10,1.52E-09,4.73E-11,2.63E-17,0.0309793,0.015998,0.000925102,0,,,
268.82,1.71E-07,0.950246,0.00181511,2.02E-10,1.49E-09,4.61E-11,2.55E-17,0.0310252,0.0159877,0.000925853,0,,,
268.32,1.71E-07,0.95021,0.00181506,2.02E-10,1.45E-09,4.49E-11,2.48E-17,0.0310713,0.0159775,0.000926608,0,,,
267.82,1.71E-07,0.950173,0.00181502,2.03E-10,1.41E-09,4.38E-11,2.41E-17,0.0311175,0.0159672,0.000927366,0,,,
267.32,1.71E-07,0.950136,0.00181497,2.03E-10,1.37E-09,4.27E-11,2.34E-17,0.0311639,0.015957,0.000928127,0,,,
266.82,1.72E-07,0.950099,0.00181492,2.04E-10,1.34E-09,4.16E-11,2.27E-17,0.0312104,0.0159468,0.000928892,0,,,
266.32,1.72E-07,0.950062,0.00181488,2.04E-10,1.31E-09,4.05E-11,2.20E-17,0.0312571,0.0159366,0.00092966,0,,,
265.82,1.72E-07,0.950024,0.00181483,2.05E-10,1.27E-09,3.95E-11,2.14E-17,0.0313039,0.0159264,0.000930432,0,,,
265.32,1.72E-07,0.949987,0.00181479,2.05E-10,1.24E-09,3.85E-11,2.07E-17,0.0313508,0.0159163,0.000931208,0,,,
264.82,1.72E-07,0.949949,0.00181474,2.05E-10,1.21E-09,3.75E-11,2.01E-17,0.0313979,0.0159061,0.000931986,0,,,
264.32,1.72E-07,0.949911,0.0018147,2.06E-10,1.18E-09,3.66E-11,1.96E-17,0.0314451,0.015896,0.000932769,0,,,
263.82,1.72E-07,0.949873,0.00181466,2.06E-10,1.15E-09,3.57E-11,1.90E-17,0.0314925,0.0158859,0.000933554,0,,,
263.32,1.73E-07,0.949835,0.00181461,2.07E-10,1.12E-09,3.48E-11,1.85E-17,0.03154,0.0158758,0.000934344,0,,,
262.82,1.73E-07,0.949797,0.00181457,2.07E-10,1.09E-09,3.39E-11,1.79E-17,0.0315877,0.0158657,0.000935137,0,,,
262.32,1.73E-07,0.949758,0.00181453,2.07E-10,1.07E-09,3.31E-11,1.74E-17,0.0316355,0.0158556,0.000935933,0,,,
261.82,1.73E-07,0.94972,0.00181449,2.08E-10,1.04E-09,3.22E-11,1.69E-17,0.0316835,0.0158456,0.000936734,0,,,
261.32,1.73E-07,0.949681,0.00181444,2.08E-10,1.01E-09,3.14E-11,1.64E-17,0.0317316,0.0158356,0.000937537,0,,,
260.82,1.73E-07,0.949642,0.0018144,2.09E-10,9.89E-10,3.07E-11,1.60E-17,0.0317799,0.0158255,0.000938345,0,,,
260.32,1.74E-07,0.949603,0.00181436,2.09E-10,9.64E-10,2.99E-11,1.55E-17,0.0318284,0.0158155,0.000939156,0,,,
259.82,1.74E-07,0.949563,0.00181432,2.10E-10,9.41E-10,2.92E-11,1.51E-17,0.031877,0.0158055,0.000939971,0,,,
259.32,1.74E-07,0.949524,0.00181428,2.10E-10,9.18E-10,2.85E-11,1.46E-17,0.0319257,0.0157956,0.00094079,0,,,
258.82,1.74E-07,0.949484,0.00181425,2.10E-10,8.95E-10,2.78E-11,1.42E-17,0.0319746,0.0157856,0.000941612,0,,,
258.32,1.74E-07,0.949444,0.00181421,2.11E-10,8.73E-10,2.71E-11,1.38E-17,0.0320237,0.0157757,0.000942438,0,,,
257.82,1.74E-07,0.949404,0.00181417,2.11E-10,8.52E-10,2.64E-11,1.34E-17,0.0320729,0.0157657,0.000943268,0,,,
257.32,1.74E-07,0.949364,0.00181413,2.12E-10,8.31E-10,2.58E-11,1.30E-17,0.0321222,0.0157558,0.000944101,0,,,
256.82,1.75E-07,0.949323,0.0018141,2.12E-10,8.11E-10,2.51E-11,1.27E-17,0.0321718,0.0157459,0.000944939,0,,,
256.32,1.75E-07,0.949283,0.00181406,2.13E-10,7.91E-10,2.45E-11,1.23E-17,0.0322215,0.015736,0.00094578,0,,,
255.82,1.75E-07,0.949242,0.00181402,2.13E-10,7.72E-10,2.39E-11,1.20E-17,0.0322713,0.0157262,0.000946625,0,,,
255.32,1.75E-07,0.949201,0.00181399,2.14E-10,7.54E-10,2.34E-11,1.16E-17,0.0323213,0.0157163,0.000947474,0,,,
254.82,1.75E-07,0.94916,0.00181395,2.14E-10,7.35E-10,2.28E-11,1.13E-17,0.0323715,0.0157065,0.000948327,0,,,
254.32,1.75E-07,0.949118,0.00181392,2.14E-10,7.18E-10,2.23E-11,1.10E-17,0.0324218,0.0156966,0.000949184,0,,,
253.82,1.76E-07,0.949077,0.00181388,2.15E-10,7.01E-10,2.17E-11,1.07E-17,0.0324723,0.0156868,0.000950045,0,,,
253.32,1.76E-07,0.949035,0.00181385,2.15E-10,6.84E-10,2.12E-11,1.04E-17,0.032523,0.015677,0.00095091,0,,,
252.82,1.76E-07,0.948993,0.00181382,2.16E-10,6.68E-10,2.07E-11,1.01E-17,0.0325738,0.0156673,0.000951778,0,,,
252.32,1.76E-07,0.948951,0.00181379,2.16E-10,6.52E-10,2.02E-11,9.81E-18,0.0326248,0.0156575,0.000952651,0,,,
251.82,1.76E-07,0.948909,0.00181375,2.17E-10,6.36E-10,1.97E-11,9.54E-18,0.0326759,0.0156478,0.000953528,0,,,
251.32,1.76E-07,0.948867,0.00181372,2.17E-10,6.21E-10,1.92E-11,9.28E-18,0.0327273,0.015638,0.000954409,0,,,
250.82,1.77E-07,0.948824,0.00181369,2.18E-10,6.06E-10,1.88E-11,9.02E-18,0.0327788,0.0156283,0.000955294,0,,,
250.32,1.77E-07,0.948781,0.00181366,2.18E-10,5.92E-10,1.83E-11,8.77E-18,0.0328304,0.0156186,0.000956183,0,,,
249.82,1.77E-07,0.948738,0.00181363,2.19E-10,5.78E-10,1.79E-11,8.53E-18,0.0328823,0.0156089,0.000957076,0,,,
249.32,1.77E-07,0.948695,0.0018136,2.19E-10,5.65E-10,1.75E-11,8.29E-18,0.0329343,0.0155993,0.000957973,0,,,
248.82,1.77E-07,0.948651,0.00181357,2.19E-10,5.51E-10,1.71E-11,8.06E-18,0.0329864,0.0155896,0.000958875,0,,,
248.32,1.77E-07,0.948608,0.00181355,2.20E-10,5.38E-10,1.67E-11,7.84E-18,0.0330388,0.01558,0.00095978,0,,,
247.82,1.78E-07,0.948564,0.00181352,2.20E-10,5.26E-10,1.63E-11,7.63E-18,0.0330913,0.0155704,0.00096069,0,,,
247.32,1.78E-07,0.94852,0.00181349,2.21E-10,5.14E-10,1.59E-11,7.42E-18,0.033144,0.0155607,0.000961604,0,,,
246.82,1.78E-07,0.948476,0.00181346,2.21E-10,5.02E-10,1.55E-11,7.22E-18,0.0331969,0.0155512,0.000962523,0,,,
246.32,1.78E-07,0.948432,0.00181344,2.22E-10,4.90E-10,1.52E-11,7.02E-18,0.0332499,0.0155416,0.000963445,0,,,
245.82,1.78E-07,0.948387,0.00181341,2.22E-10,4.79E-10,1.48E-11,6.83E-18,0.0333032,0.015532,0.000964372,0,,,
245.32,1.78E-07,0.948342,0.00181339,2.23E-10,4.67E-10,1.45E-11,6.64E-18,0.0333566,0.0155225,0.000965304,0,,,
